,HK_ticker,HK_close,SH_ticker,SH_close,CNH/HKD,SH_adjclose,SH-HK
2015-01-07,0995.HK,5.35,600012.SH,6.49,0.8018,8.094287852332252,2.7442878523322527
2015-01-08,0995.HK,5.24,600012.SH,6.31,0.8013,7.874703606639211,2.634703606639211
2015-01-09,0995.HK,5.26,600012.SH,6.27,0.8017,7.820880628664089,2.560880628664089
2015-01-12,0995.HK,5.2,600012.SH,6.06,0.8011,7.564598676819372,2.364598676819372
2015-01-13,0995.HK,5.23,600012.SH,6.13,0.7998,7.664416104026007,2.434416104026006
2015-01-14,0995.HK,5.2,600012.SH,5.98,0.7995,7.479674796747968,2.279674796747968
2015-01-15,0995.HK,5.3,600012.SH,6.07,0.7992,7.595095095095095,2.2950950950950952
2015-01-16,0995.HK,5.27,600012.SH,6.09,0.7983,7.628711010898158,2.3587110108981584
2015-01-19,0995.HK,5.07,600012.SH,5.59,0.8034,6.957928802588997,1.8879288025889966
2015-01-20,0995.HK,5.27,600012.SH,5.74,0.8028,7.149975087194819,1.8799750871948193
2015-01-21,0995.HK,5.26,600012.SH,6.03,0.8024,7.514955134596212,2.254955134596212
2015-01-22,0995.HK,5.3,600012.SH,6.03,0.8018,7.520578697929659,2.2205786979296596
2015-01-23,0995.HK,5.36,600012.SH,5.96,0.8012,7.438841737393909,2.0788417373939083
2015-01-26,0995.HK,5.36,600012.SH,6.01,0.8049,7.466766057895391,2.106766057895391
2015-01-27,0995.HK,5.55,600012.SH,6.09,0.807,7.5464684014869885,1.9964684014869887
2015-01-28,0995.HK,5.89,600012.SH,6.01,0.8055,7.461204220980757,1.571204220980757
2015-01-29,0995.HK,5.7,600012.SH,5.99,0.8066,7.426233573022564,1.7262335730225642
2015-01-30,0995.HK,5.64,600012.SH,5.91,0.8071,7.322512699789369,1.6825126997893696
2015-02-02,0995.HK,5.63,600012.SH,5.8,0.8089,7.170231178143157,1.5402311781431575
2015-02-03,0995.HK,5.67,600012.SH,5.9,0.8088,7.2947576656775475,1.6247576656775475
2015-02-04,0995.HK,5.65,600012.SH,5.87,0.8086,7.2594607964382885,1.609460796438288
2015-02-05,0995.HK,5.63,600012.SH,5.75,0.8061,7.133110035975685,1.503110035975685
2015-02-06,0995.HK,5.57,600012.SH,5.63,0.8064,6.981646825396825,1.4116468253968248
2015-02-09,0995.HK,5.59,600012.SH,5.72,0.8053,7.102943002607724,1.5129430026077237
2015-02-10,0995.HK,5.55,600012.SH,5.82,0.8059,7.2217396699342356,1.6717396699342357
2015-02-11,0995.HK,5.52,600012.SH,5.8,0.8058,7.197815835194837,1.6778158351948376
