,HK_ticker,HK_close,SH_ticker,SH_close,CNH/HKD,SH_adjclose,SH-HK
2015-01-07,6030.HK,29.9,600030.SH,36.15,0.8018,45.08605637316039,15.18605637316039
2015-01-08,6030.HK,29.3,600030.SH,35.25,0.8013,43.99101460127293,14.69101460127293
2015-01-09,6030.HK,29.25,600030.SH,34.96,0.8017,43.60733441436947,14.357334414369468
2015-01-12,6030.HK,28.8,600030.SH,33.53,0.8011,41.85494944451379,13.054949444513792
2015-01-13,6030.HK,28.6,600030.SH,32.17,0.7998,40.22255563890973,11.62255563890973
2015-01-14,6030.HK,28.5,600030.SH,32.66,0.7995,40.850531582238894,12.350531582238894
2015-01-15,6030.HK,29.3,600030.SH,33.37,0.7992,41.75425425425425,12.454254254254248
2015-01-16,6030.HK,28.25,600030.SH,32.91,0.7983,41.225103344607284,12.975103344607284
2015-01-19,6030.HK,23.6,600030.SH,29.62,0.8034,36.86830968384366,13.268309683843661
2015-01-20,6030.HK,25.0,600030.SH,26.69,0.8028,33.24613851519681,8.246138515196812
2015-01-21,6030.HK,26.5,600030.SH,28.75,0.8024,35.83000997008973,9.330009970089733
2015-01-22,6030.HK,25.55,600030.SH,28.43,0.8018,35.45772012970816,9.907720129708157
2015-01-23,6030.HK,25.7,600030.SH,29.21,0.8012,36.45781328007988,10.757813280079883
2015-01-26,6030.HK,25.15,600030.SH,28.62,0.8049,35.5572120760343,10.407212076034298
2015-01-27,6030.HK,24.95,600030.SH,28.05,0.807,34.75836431226766,9.80836431226766
2015-01-28,6030.HK,25.45,600030.SH,28.87,0.8055,35.84109248913718,10.391092489137183
2015-01-29,6030.HK,24.75,600030.SH,28.18,0.8066,34.936771634019344,10.186771634019344
2015-01-30,6030.HK,24.95,600030.SH,27.86,0.8071,34.51864700780572,9.568647007805719
2015-02-02,6030.HK,24.35,600030.SH,26.92,0.8089,33.27976264062307,8.929762640623068
2015-02-03,6030.HK,25.45,600030.SH,28.4,0.8088,35.1137487636004,9.663748763600399
2015-02-04,6030.HK,25.2,600030.SH,28.03,0.8086,34.66485283205541,9.46485283205541
2015-02-05,6030.HK,25.65,600030.SH,28.08,0.8061,34.83438779307778,9.184387793077782
2015-02-06,6030.HK,25.5,600030.SH,28.31,0.8064,35.10664682539682,9.606646825396822
2015-02-09,6030.HK,25.85,600030.SH,29.41,0.8053,36.52055134732398,10.670551347323979
2015-02-10,6030.HK,25.8,600030.SH,29.54,0.8059,36.65467179550813,10.854671795508128
2015-02-11,6030.HK,25.65,600030.SH,29.32,0.8058,36.38620004964011,10.73620004964011
2015-02-12,6030.HK,25.45,600030.SH,29.0,0.8057,35.99354598485789,10.54354598485789
2015-02-13,6030.HK,26.35,600030.SH,29.13,0.8055,36.16387337057728,9.813873370577276
2015-02-16,6030.HK,26.3,600030.SH,28.97,0.8052,35.978638847491304,9.678638847491303
2015-02-17,6030.HK,26.8,600030.SH,29.18,0.8082,36.10492452363276,9.30492452363276
2015-02-25,6030.HK,26.6,600030.SH,28.74,0.8092,35.51655956500247,8.916559565002466
2015-02-26,6030.HK,27.6,600030.SH,29.93,0.8086,37.014593123917884,9.414593123917882
2015-02-27,6030.HK,27.5,600030.SH,29.53,0.8081,36.542507115456004,9.042507115456004
2015-03-02,6030.HK,26.95,600030.SH,29.87,0.8109,36.835614749044275,9.885614749044276
2015-03-03,6030.HK,26.15,600030.SH,28.62,0.8106,35.30717986676536,9.157179866765361
2015-03-04,6030.HK,25.7,600030.SH,28.37,0.8103,35.01172405281994,9.311724052819944
2015-03-05,6030.HK,25.85,600030.SH,28.28,0.8101,34.909270460436986,9.059270460436984
2015-03-06,6030.HK,26.35,600030.SH,28.11,0.8094,34.729429206819866,8.379429206819864
2015-03-09,6030.HK,25.15,600030.SH,27.66,0.8087,34.20304191912947,9.05304191912947
2015-03-10,6030.HK,24.55,600030.SH,27.53,0.809,34.02966625463535,9.479666254635351
2015-03-11,6030.HK,24.9,600030.SH,27.47,0.8087,33.968096945715345,9.068096945715347
2015-03-12,6030.HK,24.9,600030.SH,28.2,0.809,34.857849196538936,9.957849196538938
2015-03-13,6030.HK,25.5,600030.SH,28.23,0.808,34.93811881188119,9.43811881188119
2015-03-16,6030.HK,25.8,600030.SH,28.77,0.809,35.562422744128554,9.762422744128553
2015-03-17,6030.HK,26.55,600030.SH,29.6,0.8082,36.62459787181391,10.07459787181391
2015-03-18,6030.HK,26.6,600030.SH,29.98,0.8051,37.23761023475345,10.637610234753446
2015-03-19,6030.HK,26.15,600030.SH,29.69,0.804,36.92786069651741,10.777860696517415
2015-03-20,6030.HK,27.25,600030.SH,32.35,0.8008,40.397102897102904,13.147102897102904
2015-03-23,6030.HK,27.7,600030.SH,33.32,0.801,41.5980024968789,13.898002496878899
2015-03-24,6030.HK,26.75,600030.SH,32.45,0.8007,40.52703884101412,13.777038841014118
2015-03-25,6030.HK,26.65,600030.SH,32.37,0.8004,40.442278860569715,13.792278860569716
2015-03-26,6030.HK,26.4,600030.SH,32.02,0.8012,39.96505242136795,13.565052421367952
2015-03-27,6030.HK,27.1,600030.SH,32.12,0.801,40.09987515605493,12.999875156054927
2015-03-30,6030.HK,29.1,600030.SH,32.91,0.8024,41.01445663010966,11.914456630109662
2015-03-31,6030.HK,28.75,600030.SH,32.82,0.801,40.97378277153558,12.223782771535582
2015-04-01,6030.HK,30.0,600030.SH,33.94,0.8002,42.41439640089977,12.414396400899768
2015-04-02,6030.HK,29.9,600030.SH,33.44,0.8005,41.77389131792629,11.873891317926294
2015-04-03,6030.HK,29.9,600030.SH,34.22,0.8005,42.748282323547784,12.848282323547785
2015-04-07,6030.HK,29.9,600030.SH,34.63,0.8005,43.26046221111805,13.360462211118055
2015-04-08,6030.HK,34.15,600030.SH,36.08,0.7996,45.12256128064032,10.97256128064032
2015-04-09,6030.HK,35.0,600030.SH,35.77,0.8008,44.667832167832174,9.667832167832174
2015-04-10,6030.HK,36.0,600030.SH,35.84,0.8018,44.6994262908456,8.6994262908456
2015-04-13,6030.HK,37.0,600030.SH,35.38,0.8025,44.08722741433022,7.087227414330222
2015-04-14,6030.HK,35.3,600030.SH,35.19,0.8034,43.80134428678118,8.501344286781183
2015-04-15,6030.HK,34.5,600030.SH,34.1,0.8021,42.51340231891285,8.013402318912853
2015-04-16,6030.HK,35.5,600030.SH,35.01,0.8007,43.724241288872236,8.224241288872236
2015-04-17,6030.HK,35.95,600030.SH,35.14,0.7994,43.957968476357266,8.007968476357263
2015-04-20,6030.HK,33.45,600030.SH,33.63,0.799,42.090112640801,8.640112640801
2015-04-21,6030.HK,35.35,600030.SH,35.08,0.8001,43.84451943507061,8.494519435070607
2015-04-22,6030.HK,36.8,600030.SH,37.82,0.7998,47.28682170542636,10.486821705426365
2015-04-23,6030.HK,35.35,600030.SH,36.84,0.7989,46.11340593315809,10.76340593315809
2015-04-24,6030.HK,35.2,600030.SH,35.4,0.7995,44.27767354596623,9.077673545966228
2015-04-27,6030.HK,35.0,600030.SH,35.75,0.7994,44.72104078058544,9.72104078058544
2015-04-28,6030.HK,34.15,600030.SH,35.51,0.8022,44.26576913487908,10.11576913487908
2015-04-29,6030.HK,35.0,600030.SH,35.58,0.8008,44.43056943056943,9.430569430569427
2015-04-30,6030.HK,34.5,600030.SH,34.36,0.8002,42.93926518370407,8.439265183704073
2015-05-04,6030.HK,33.9,600030.SH,33.75,0.801,42.13483146067416,8.234831460674158
2015-05-05,6030.HK,32.95,600030.SH,33.07,0.8014,41.26528574993761,8.315285749937608
2015-05-06,6030.HK,32.15,600030.SH,33.28,0.8011,41.54287854200474,9.392878542004745
2015-05-07,6030.HK,32.0,600030.SH,33.16,0.8004,41.42928535732133,9.429285357321334
2015-05-08,6030.HK,33.2,600030.SH,33.32,0.8011,41.59280988640619,8.392809886406184
2015-05-11,6030.HK,33.8,600030.SH,33.96,0.8011,42.39171139682936,8.59171139682936
2015-05-12,6030.HK,33.25,600030.SH,34.4,0.8013,42.930238362660674,9.680238362660674
2015-05-13,6030.HK,32.7,600030.SH,33.37,0.8009,41.66562617055812,8.965626170558117
2015-05-14,6030.HK,31.8,600030.SH,33.09,0.8001,41.35733033370829,9.55733033370829
2015-05-15,6030.HK,31.75,600030.SH,31.98,0.8,39.975,8.225000000000001
2015-05-18,6030.HK,31.9,600030.SH,30.98,0.8008,38.68631368631369,6.78631368631369
2015-05-19,6030.HK,33.1,600030.SH,33.01,0.8004,41.24187906046976,8.141879060469762
2015-05-20,6030.HK,32.75,600030.SH,32.41,0.8008,40.47202797202797,7.722027972027973
2015-05-21,6030.HK,33.6,600030.SH,32.31,0.8006,40.357232075943045,6.757232075943044
2015-05-22,6030.HK,33.95,600030.SH,33.12,0.7996,41.42071035517759,7.470710355177587
2015-05-25,6030.HK,33.95,600030.SH,34.24,0.7996,42.82141070535268,8.87141070535268
2015-05-26,6030.HK,34.8,600030.SH,34.39,0.7996,43.00900450225113,8.209004502251133
2015-05-27,6030.HK,34.1,600030.SH,33.93,0.8006,42.380714464151886,8.280714464151885
2015-05-28,6030.HK,32.95,600030.SH,30.73,0.8003,38.39810071223291,5.4481007122329075
2015-05-29,6030.HK,32.95,600030.SH,30.37,0.8002,37.953011747063236,5.003011747063233
2015-06-01,6030.HK,32.7,600030.SH,32.51,0.8003,40.622266650006246,7.922266650006243
2015-06-02,6030.HK,32.2,600030.SH,32.02,0.8,40.025,7.824999999999996
2015-06-03,6030.HK,32.0,600030.SH,31.69,0.7996,39.63231615807904,7.632316158079043
2015-06-04,6030.HK,31.8,600030.SH,32.21,0.7998,40.27256814203551,8.47256814203551
2015-06-05,6030.HK,30.9,600030.SH,31.89,0.8003,39.84755716606273,8.94755716606273
2015-06-08,6030.HK,31.65,600030.SH,33.48,0.8006,41.81863602298276,10.16863602298276
2015-06-09,6030.HK,30.6,600030.SH,33.2,0.8014,41.42750187172449,10.827501871724486
2015-06-10,6030.HK,29.4,600030.SH,32.68,0.8015,40.77354959451029,11.373549594510294
2015-06-11,6030.HK,29.4,600030.SH,32.08,0.8009,40.054938194531154,10.654938194531155
2015-06-12,6030.HK,30.75,600030.SH,31.99,0.8011,39.93259268505804,9.18259268505804
2015-06-15,6030.HK,30.25,600030.SH,31.15,0.8015,38.8646288209607,8.614628820960696
2015-06-16,6030.HK,29.3,600030.SH,31.24,0.8014,38.98178188170701,9.681781881707007
2015-06-17,6030.HK,29.1,600030.SH,31.32,0.8011,39.09624266633379,9.996242666333785
2015-06-18,6030.HK,28.75,600030.SH,29.9,0.8009,37.3330003745786,8.583000374578603
2015-06-19,6030.HK,27.7,600030.SH,28.34,0.8004,35.40729635182409,7.707296351824088
2015-06-23,6030.HK,28.65,600030.SH,29.29,0.8009,36.57135722312399,7.921357223123991
2015-06-24,6030.HK,29.5,600030.SH,29.04,0.7999,36.304538067258406,6.804538067258406
2015-06-25,6030.HK,30.05,600030.SH,28.65,0.8003,35.79907534674497,5.74907534674497
