,HK_ticker,HK_close,SH_ticker,SH_close,CNH/HKD,SH_adjclose,SH-HK
2015-01-07,1055.HK,4.19,600029.SH,5.75,0.8018,7.171364430032427,2.9813644300324267
2015-01-08,1055.HK,4.16,600029.SH,5.48,0.8013,6.83888680893548,2.67888680893548
2015-01-09,1055.HK,4.13,600029.SH,5.48,0.8017,6.835474616440066,2.705474616440066
2015-01-12,1055.HK,4.04,600029.SH,5.64,0.8011,7.040319560604169,3.0003195606041686
2015-01-13,1055.HK,4.02,600029.SH,5.65,0.7998,7.06426606651663,3.044266066516631
2015-01-14,1055.HK,4.13,600029.SH,5.45,0.7995,6.816760475297061,2.686760475297061
2015-01-15,1055.HK,4.0,600029.SH,5.47,0.7992,6.844344344344344,2.8443443443443437
2015-01-16,1055.HK,3.96,600029.SH,5.42,0.7983,6.7894275335087055,2.8294275335087056
2015-01-19,1055.HK,3.79,600029.SH,4.88,0.8034,6.074184714961413,2.2841847149614134
2015-01-20,1055.HK,3.95,600029.SH,5.03,0.8028,6.265570503238665,2.315570503238665
2015-01-21,1055.HK,4.1,600029.SH,5.23,0.8024,6.517946161515455,2.417946161515455
2015-01-22,1055.HK,4.12,600029.SH,5.22,0.8018,6.510351708655525,2.3903517086555253
2015-01-23,1055.HK,4.17,600029.SH,5.26,0.8012,6.565152271592611,2.395152271592611
2015-01-26,1055.HK,4.25,600029.SH,5.4,0.8049,6.708907938874395,2.458907938874395
2015-01-27,1055.HK,4.02,600029.SH,5.27,0.807,6.530359355638165,2.5103593556381654
2015-01-28,1055.HK,4.02,600029.SH,5.15,0.8055,6.393544382371198,2.3735443823711986
2015-01-29,1055.HK,4.06,600029.SH,5.1,0.8066,6.3228365980659555,2.262836598065956
2015-01-30,1055.HK,4.18,600029.SH,4.99,0.8071,6.182629166150415,2.002629166150415
2015-02-02,1055.HK,4.05,600029.SH,4.83,0.8089,5.971071825936457,1.9210718259364574
2015-02-03,1055.HK,3.8,600029.SH,4.89,0.8088,6.045994065281899,2.2459940652818995
2015-02-04,1055.HK,3.81,600029.SH,4.72,0.8086,5.837249567153104,2.027249567153104
2015-02-05,1055.HK,3.92,600029.SH,4.77,0.8061,5.917379977670263,1.9973799776702634
2015-02-06,1055.HK,3.72,600029.SH,4.48,0.8064,5.555555555555556,1.835555555555556
2015-02-09,1055.HK,3.66,600029.SH,4.51,0.8053,5.600397367440705,1.9403973674407045
2015-02-10,1055.HK,3.63,600029.SH,4.64,0.8059,5.7575381560987715,2.1275381560987716
2015-02-11,1055.HK,3.7,600029.SH,4.67,0.8058,5.7954827500620505,2.0954827500620503
2015-02-12,1055.HK,3.73,600029.SH,4.76,0.8057,5.907906168549088,2.177906168549088
2015-02-13,1055.HK,3.67,600029.SH,4.73,0.8055,5.872129112352576,2.2021291123525764
2015-02-16,1055.HK,3.6,600029.SH,4.72,0.8052,5.861897665176353,2.261897665176353
2015-02-17,1055.HK,3.73,600029.SH,5.07,0.8082,6.273199703043801,2.543199703043801
2015-02-25,1055.HK,3.79,600029.SH,5.1,0.8092,6.30252100840336,2.5125210084033602
2015-02-26,1055.HK,3.91,600029.SH,5.11,0.8086,6.319564679693298,2.4095646796932977
2015-02-27,1055.HK,3.87,600029.SH,5.19,0.8081,6.422472466278926,2.5524724662789255
2015-03-02,1055.HK,3.84,600029.SH,5.17,0.8109,6.375632013811814,2.5356320138118145
2015-03-03,1055.HK,3.75,600029.SH,4.96,0.8106,6.118924253639279,2.368924253639279
2015-03-04,1055.HK,3.65,600029.SH,4.96,0.8103,6.121189682833518,2.471189682833518
2015-03-05,1055.HK,3.53,600029.SH,4.83,0.8101,5.962226885569683,2.432226885569683
2015-03-06,1055.HK,3.6,600029.SH,4.91,0.8094,6.066221892760069,2.466221892760069
2015-03-09,1055.HK,3.62,600029.SH,4.98,0.8087,6.158031408433288,2.5380314084332882
2015-03-10,1055.HK,3.68,600029.SH,5.23,0.809,6.4647713226205195,2.7847713226205193
2015-03-11,1055.HK,3.88,600029.SH,5.75,0.8087,7.110176827006307,3.230176827006307
2015-03-12,1055.HK,3.89,600029.SH,5.87,0.809,7.255871446229913,3.3658714462299133
2015-03-13,1055.HK,4.15,600029.SH,6.46,0.808,7.995049504950495,3.8450495049504942
2015-03-16,1055.HK,4.26,600029.SH,7.11,0.809,8.788627935723115,4.528627935723115
2015-03-17,1055.HK,4.69,600029.SH,7.82,0.8082,9.67582281613462,4.985822816134619
2015-03-18,1055.HK,4.62,600029.SH,8.16,0.8051,10.135386908458576,5.515386908458576
2015-03-19,1055.HK,4.55,600029.SH,8.02,0.804,9.975124378109452,5.4251243781094525
2015-03-20,1055.HK,4.63,600029.SH,7.87,0.8008,9.827672327672328,5.197672327672328
2015-03-23,1055.HK,4.54,600029.SH,7.98,0.801,9.962546816479401,5.422546816479401
2015-03-24,1055.HK,4.72,600029.SH,8.51,0.8007,10.628200324715873,5.908200324715874
2015-03-25,1055.HK,4.71,600029.SH,8.25,0.8004,10.307346326836582,5.597346326836582
2015-03-26,1055.HK,4.73,600029.SH,8.06,0.8012,10.059910134797803,5.329910134797803
2015-03-27,1055.HK,4.69,600029.SH,7.79,0.801,9.725343320848939,5.035343320848939
2015-03-30,1055.HK,5.39,600029.SH,8.21,0.8024,10.231804586241278,4.841804586241278
2015-03-31,1055.HK,5.45,600029.SH,7.92,0.801,9.887640449438202,4.437640449438201
2015-04-01,1055.HK,5.99,600029.SH,8.16,0.8002,10.197450637340665,4.207450637340665
2015-04-02,1055.HK,6.14,600029.SH,8.13,0.8005,10.156152404747035,4.016152404747035
