,HK_ticker,HK_close,SH_ticker,SH_close,CNH/HKD,SH_adjclose,SH-HK
2015-01-07,1033.HK,2.52,600871.SH,5.71,0.8018,7.12147667747568,4.601476677475681
2015-01-08,1033.HK,2.5,600871.SH,5.74,0.8013,7.163359540746288,4.663359540746288
2015-01-09,1033.HK,2.51,600871.SH,5.66,0.8017,7.059997505301236,4.549997505301236
2015-01-12,1033.HK,2.38,600871.SH,5.4,0.8011,6.740731494195481,4.360731494195481
2015-01-13,1033.HK,2.36,600871.SH,5.31,0.7998,6.639159789947486,4.279159789947487
2015-01-14,1033.HK,2.41,600871.SH,5.15,0.7995,6.441525953721076,4.031525953721076
2015-01-15,1033.HK,2.46,600871.SH,5.32,0.7992,6.656656656656657,4.196656656656657
2015-01-16,1033.HK,2.39,600871.SH,5.33,0.7983,6.676687961919078,4.286687961919078
2015-01-19,1033.HK,2.39,600871.SH,5.18,0.8034,6.447597709733632,4.057597709733631
2015-01-20,1033.HK,2.4,600871.SH,5.33,0.8028,6.6392625809666175,4.239262580966617
2015-01-21,1033.HK,2.5,600871.SH,5.54,0.8024,6.904287138584247,4.404287138584247
2015-01-22,1033.HK,2.45,600871.SH,5.65,0.8018,7.04664504864056,4.59664504864056
2015-01-23,1033.HK,2.6,600871.SH,5.93,0.8012,7.4013979031452815,4.801397903145281
2015-01-26,1033.HK,2.49,600871.SH,5.93,0.8049,7.367374829171326,4.877374829171326
2015-01-27,1033.HK,2.41,600871.SH,5.97,0.807,7.397769516728624,4.987769516728624
2015-01-28,1033.HK,2.42,600871.SH,6.01,0.8055,7.461204220980757,5.041204220980757
2015-01-29,1033.HK,2.43,600871.SH,6.19,0.8066,7.674187949417308,5.244187949417308
2015-01-30,1033.HK,2.58,600871.SH,6.29,0.8071,7.793334159335894,5.2133341593358935
2015-02-02,1033.HK,2.51,600871.SH,6.36,0.8089,7.862529360860429,5.352529360860429
2015-02-03,1033.HK,2.53,600871.SH,6.36,0.8088,7.863501483679526,5.333501483679527
2015-02-04,1033.HK,2.47,600871.SH,6.14,0.8086,7.593371258966114,5.123371258966113
2015-02-05,1033.HK,2.43,600871.SH,5.96,0.8061,7.393623619898276,4.963623619898275
2015-02-06,1033.HK,2.43,600871.SH,6.14,0.8064,7.614087301587301,5.184087301587301
2015-02-09,1033.HK,2.41,600871.SH,6.15,0.8053,7.636905501055508,5.226905501055508
2015-02-10,1033.HK,2.4,600871.SH,5.86,0.8059,7.271373619555777,4.8713736195557775
2015-02-11,1033.HK,2.4,600871.SH,5.89,0.8058,7.309506080913378,4.909506080913378
2015-02-12,1033.HK,2.43,600871.SH,6.17,0.8057,7.657937197468041,5.227937197468041
2015-02-13,1033.HK,2.41,600871.SH,6.19,0.8055,7.684667908131596,5.274667908131596
2015-02-16,1033.HK,2.45,600871.SH,6.21,0.8052,7.712369597615499,5.262369597615499
2015-02-17,1033.HK,2.4,600871.SH,6.17,0.8082,7.634248948280129,5.234248948280129
2015-02-25,1033.HK,2.51,600871.SH,6.23,0.8092,7.6989619377162635,5.188961937716264
2015-02-26,1033.HK,2.68,600871.SH,6.36,0.8086,7.865446450655455,5.185446450655455
2015-02-27,1033.HK,2.8,600871.SH,6.55,0.8081,8.10543249597822,5.305432495978221
2015-03-02,1033.HK,2.75,600871.SH,6.48,0.8109,7.991120976692565,5.241120976692565
2015-03-03,1033.HK,2.67,600871.SH,6.43,0.8106,7.932395756229953,5.262395756229953
2015-03-04,1033.HK,2.7,600871.SH,6.52,0.8103,8.046402566950512,5.346402566950512
2015-03-05,1033.HK,2.77,600871.SH,6.85,0.8101,8.455746204172323,5.6857462041723235
2015-03-06,1033.HK,2.81,600871.SH,7.01,0.8094,8.660736347912033,5.850736347912033
2015-03-09,1033.HK,3.03,600871.SH,7.15,0.8087,8.841350315320886,5.811350315320887
2015-03-10,1033.HK,3.1,600871.SH,7.33,0.809,9.060568603213843,5.960568603213844
2015-03-11,1033.HK,3.02,600871.SH,7.05,0.8087,8.717695066155558,5.697695066155559
2015-03-12,1033.HK,2.91,600871.SH,7.04,0.809,8.702101359703336,5.792101359703336
2015-03-13,1033.HK,2.81,600871.SH,7.11,0.808,8.799504950495049,5.989504950495048
2015-03-16,1033.HK,2.79,600871.SH,7.33,0.809,9.060568603213843,6.270568603213843
2015-03-17,1033.HK,2.88,600871.SH,7.7,0.8082,9.527344716654293,6.647344716654293
2015-03-18,1033.HK,2.93,600871.SH,7.95,0.8051,9.874549745373246,6.944549745373246
2015-03-19,1033.HK,2.89,600871.SH,8.35,0.804,10.385572139303482,7.495572139303482
2015-03-20,1033.HK,3.03,600871.SH,8.77,0.8008,10.951548451548451,7.9215484515484516
2015-03-23,1033.HK,3.15,600871.SH,9.21,0.801,11.49812734082397,8.34812734082397
2015-03-24,1033.HK,3.07,600871.SH,9.67,0.8007,12.076932683901587,9.006932683901587
2015-03-25,1033.HK,2.98,600871.SH,9.19,0.8004,11.48175912043978,8.501759120439779
2015-03-26,1033.HK,2.87,600871.SH,8.73,0.8012,10.896155766350475,8.026155766350474
2015-03-27,1033.HK,2.91,600871.SH,9.05,0.801,11.298377028714107,8.388377028714107
2015-03-30,1033.HK,3.49,600871.SH,9.05,0.8024,11.278664007976072,7.788664007976072
2015-03-31,1033.HK,3.39,600871.SH,8.78,0.801,10.961298377028713,7.571298377028713
2015-04-01,1033.HK,3.38,600871.SH,8.62,0.8002,10.77230692326918,7.392306923269181
2015-04-02,1033.HK,3.95,600871.SH,9.05,0.8005,11.305434103685197,7.355434103685197
2015-04-03,1033.HK,3.95,600871.SH,8.89,0.8005,11.105559025608995,7.155559025608995
2015-04-07,1033.HK,3.95,600871.SH,8.87,0.8005,11.080574640849468,7.130574640849468
2015-04-08,1033.HK,4.29,600871.SH,8.49,0.7996,10.617808904452227,6.327808904452227
2015-04-09,1033.HK,4.62,600871.SH,8.11,0.8008,10.127372627372628,5.507372627372628
2015-04-10,1033.HK,4.48,600871.SH,8.2,0.8018,10.2269892741332,5.746989274133199
2015-04-13,1033.HK,4.82,600871.SH,8.23,0.8025,10.255451713395638,5.435451713395638
2015-04-14,1033.HK,4.54,600871.SH,8.37,0.8034,10.418222554144883,5.878222554144883
2015-04-15,1033.HK,4.35,600871.SH,8.25,0.8021,10.285500561027304,5.935500561027304
2015-04-16,1033.HK,4.48,600871.SH,8.39,0.8007,10.478331459972525,5.998331459972524
2015-04-17,1033.HK,4.54,600871.SH,8.95,0.7994,11.195896922692018,6.655896922692018
2015-04-20,1033.HK,4.24,600871.SH,8.55,0.799,10.700876095118899,6.460876095118898
2015-04-21,1033.HK,4.23,600871.SH,8.66,0.8001,10.823647044119484,6.593647044119484
2015-04-22,1033.HK,4.28,600871.SH,8.75,0.7998,10.940235058764692,6.660235058764692
2015-04-23,1033.HK,4.33,600871.SH,9.19,0.7989,11.503317060958818,7.1733170609588175
2015-04-24,1033.HK,4.41,600871.SH,9.59,0.7995,11.994996873045654,7.584996873045654
2015-04-27,1033.HK,4.94,600871.SH,10.55,0.7994,13.197398048536403,8.257398048536402
2015-04-28,1033.HK,4.85,600871.SH,11.0,0.8022,13.712291199202193,8.862291199202193
2015-04-29,1033.HK,4.66,600871.SH,10.47,0.8008,13.074425574425575,8.414425574425575
2015-04-30,1033.HK,4.51,600871.SH,9.88,0.8002,12.34691327168208,7.83691327168208
2015-05-04,1033.HK,4.5,600871.SH,9.82,0.801,12.25967540574282,7.75967540574282
2015-05-05,1033.HK,4.36,600871.SH,9.85,0.8014,12.29099076615922,7.93099076615922
2015-05-06,1033.HK,4.24,600871.SH,9.1,0.8011,11.359380851329421,7.119380851329421
2015-05-07,1033.HK,3.83,600871.SH,8.21,0.8004,10.25737131434283,6.42737131434283
2015-05-08,1033.HK,4.0,600871.SH,8.47,0.8011,10.572962177006616,6.572962177006616
2015-05-11,1033.HK,4.04,600871.SH,8.85,0.8011,11.047309948820372,7.007309948820372
2015-05-12,1033.HK,3.9,600871.SH,9.02,0.8013,11.256707849744165,7.356707849744165
2015-05-13,1033.HK,3.9,600871.SH,8.87,0.8009,11.075040579348233,7.175040579348233
2015-05-14,1033.HK,4.01,600871.SH,9.18,0.8001,11.473565804274465,7.463565804274465
2015-05-15,1033.HK,3.9,600871.SH,8.76,0.8,10.95,7.049999999999999
2015-05-18,1033.HK,3.88,600871.SH,8.51,0.8008,10.626873126873127,6.746873126873127
2015-05-19,1033.HK,4.0,600871.SH,8.74,0.8004,10.919540229885058,6.919540229885058
2015-05-20,1033.HK,3.9,600871.SH,8.87,0.8008,11.076423576423576,7.176423576423575
2015-05-21,1033.HK,3.86,600871.SH,8.96,0.8006,11.191606295278543,7.331606295278544
2015-05-22,1033.HK,3.91,600871.SH,9.47,0.7996,11.843421710855429,7.933421710855429
2015-05-25,1033.HK,3.91,600871.SH,9.82,0.7996,12.281140570285142,8.371140570285142
2015-05-26,1033.HK,4.12,600871.SH,9.99,0.7996,12.493746873436718,8.373746873436719
2015-05-27,1033.HK,4.14,600871.SH,10.27,0.8006,12.827879090681988,8.687879090681989
2015-05-28,1033.HK,3.91,600871.SH,9.24,0.8003,11.545670373609896,7.635670373609896
2015-05-29,1033.HK,3.89,600871.SH,8.82,0.8002,11.022244438890278,7.132244438890277
2015-06-01,1033.HK,3.99,600871.SH,9.17,0.8003,11.458203173809821,7.468203173809821
2015-06-02,1033.HK,3.91,600871.SH,9.51,0.8,11.8875,7.977499999999999
2015-06-03,1033.HK,3.9,600871.SH,9.91,0.7996,12.393696848424213,8.493696848424213
2015-06-04,1033.HK,3.89,600871.SH,9.67,0.7998,12.090522630657665,8.200522630657664
2015-06-05,1033.HK,3.77,600871.SH,10.35,0.8003,12.932650256153941,9.162650256153942
2015-06-08,1033.HK,3.83,600871.SH,10.74,0.8006,13.414938795903073,9.584938795903073
2015-06-09,1033.HK,3.58,600871.SH,10.32,0.8014,12.87746443723484,9.29746443723484
2015-06-10,1033.HK,3.56,600871.SH,10.12,0.8015,12.626325639426076,9.066325639426076
2015-06-11,1033.HK,3.55,600871.SH,10.29,0.8009,12.848045948308153,9.298045948308154
2015-06-12,1033.HK,3.69,600871.SH,10.6,0.8011,13.231806266383721,9.541806266383722
2015-06-15,1033.HK,3.64,600871.SH,10.45,0.8015,13.038053649407361,9.39805364940736
2015-06-16,1033.HK,3.39,600871.SH,9.7,0.8014,12.103818317943597,8.713818317943597
2015-06-17,1033.HK,3.55,600871.SH,10.13,0.8011,12.645112969666709,9.095112969666708
2015-06-18,1033.HK,3.51,600871.SH,10.06,0.8009,12.560869022349857,9.050869022349858
2015-06-19,1033.HK,3.43,600871.SH,9.39,0.8004,11.731634182908547,8.301634182908547
2015-06-23,1033.HK,3.39,600871.SH,9.47,0.8009,11.824197777500313,8.434197777500312
2015-06-24,1033.HK,3.63,600871.SH,10.42,0.7999,13.026628328541067,9.396628328541066
2015-06-25,1033.HK,3.55,600871.SH,10.59,0.8003,13.232537798325627,9.682537798325626
2015-06-26,1033.HK,3.63,600871.SH,11.65,0.8007,14.549768952166856,10.919768952166855
2015-06-29,1033.HK,3.68,600871.SH,12.82,0.8006,16.01299025730702,12.33299025730702
2015-06-30,1033.HK,3.76,600871.SH,12.94,0.8009,16.156823573479837,12.396823573479837
2015-07-01,1033.HK,3.76,600871.SH,14.22,0.8009,17.755025596204273,13.995025596204274
2015-07-02,1033.HK,3.64,600871.SH,12.8,0.8002,15.996000999750063,12.356000999750062
2015-07-03,1033.HK,3.26,600871.SH,11.52,0.8002,14.396400899775056,11.136400899775056
2015-07-06,1033.HK,2.86,600871.SH,10.37,0.8005,12.954403497813866,10.094403497813866
2015-07-07,1033.HK,2.38,600871.SH,9.33,0.8014,11.64212627901173,9.262126279011731
2015-07-08,1033.HK,2.04,600871.SH,8.4,0.8021,10.47250966213689,8.43250966213689
2015-07-09,1033.HK,2.65,600871.SH,9.24,0.8019,11.522633744855968,8.872633744855968
2015-07-10,1033.HK,2.82,600871.SH,10.16,0.8018,12.67148914941382,9.851489149413819
2015-07-13,1033.HK,3.05,600871.SH,10.1,0.8019,12.595086669160743,9.545086669160742
2015-07-14,1033.HK,2.83,600871.SH,9.09,0.8018,11.336991768520829,8.506991768520829
2015-07-15,1033.HK,2.48,600871.SH,8.18,0.8018,10.202045397854826,7.722045397854826
2015-07-16,1033.HK,2.51,600871.SH,7.69,0.8016,9.593313373253494,7.083313373253494
2015-07-17,1033.HK,2.61,600871.SH,8.09,0.8017,10.09105650492703,7.481056504927031
2015-07-20,1033.HK,2.59,600871.SH,8.9,0.8017,11.101409504802296,8.511409504802296
2015-07-21,1033.HK,2.59,600871.SH,8.8,0.8017,10.976674566546091,8.386674566546091
2015-07-22,1033.HK,2.62,600871.SH,9.68,0.8011,12.083385345150417,9.463385345150417
2015-07-23,1033.HK,2.65,600871.SH,9.81,0.8014,12.241078113301723,9.591078113301723
2015-07-24,1033.HK,2.68,600871.SH,10.65,0.8019,13.280957725402171,10.600957725402171
2015-07-27,1033.HK,2.36,600871.SH,9.69,0.8029,12.068750778428198,9.708750778428199
2015-07-28,1033.HK,2.41,600871.SH,8.83,0.8027,11.000373738632117,8.590373738632117
2015-07-29,1033.HK,2.49,600871.SH,9.46,0.8022,11.792570431313887,9.302570431313887
2015-07-30,1033.HK,2.42,600871.SH,9.55,0.8023,11.903278075532844,9.483278075532844
2015-07-31,1033.HK,2.44,600871.SH,9.16,0.8022,11.418598853153826,8.978598853153827
2015-08-03,1033.HK,2.34,600871.SH,8.24,0.8028,10.264075734927754,7.924075734927754
2015-08-04,1033.HK,2.39,600871.SH,8.78,0.8021,10.946266051614511,8.55626605161451
2015-08-05,1033.HK,2.33,600871.SH,8.41,0.8018,10.488899975056125,8.158899975056125
2015-08-06,1033.HK,2.34,600871.SH,8.21,0.8021,10.23563146739808,7.895631467398081
2015-08-07,1033.HK,2.42,600871.SH,8.37,0.8023,10.432506543686898,8.012506543686898
2015-08-10,1033.HK,2.7,600871.SH,9.21,0.8021,11.482358808128662,8.782358808128663
2015-08-11,1033.HK,2.69,600871.SH,9.66,0.8018,12.047892242454479,9.35789224245448
2015-08-12,1033.HK,2.62,600871.SH,9.35,0.8232,11.358114674441204,8.738114674441203
2015-08-13,1033.HK,2.79,600871.SH,9.46,0.8438,11.211187485186064,8.421187485186064
2015-08-14,1033.HK,3.06,600871.SH,10.41,0.8327,12.50150114086706,9.441501140867059
2015-08-17,1033.HK,2.92,600871.SH,10.8,0.8301,13.010480664980124,10.090480664980124
2015-08-18,1033.HK,2.58,600871.SH,9.72,0.831,11.696750902527077,9.116750902527077
2015-08-19,1033.HK,2.66,600871.SH,9.91,0.8305,11.932570740517761,9.27257074051776
2015-08-20,1033.HK,2.54,600871.SH,9.63,0.8303,11.598217511742744,9.058217511742743
2015-08-21,1033.HK,2.38,600871.SH,8.74,0.8315,10.511124473842454,8.131124473842455
2015-08-24,1033.HK,2.08,600871.SH,7.87,0.8321,9.457997836798462,7.377997836798462
2015-08-25,1033.HK,1.95,600871.SH,7.08,0.8382,8.446671438797424,6.496671438797423
2015-08-26,1033.HK,2.0,600871.SH,6.37,0.8346,7.632398753894081,5.632398753894081
2015-08-27,1033.HK,2.2,600871.SH,6.63,0.837,7.921146953405018,5.721146953405018
2015-08-28,1033.HK,2.3,600871.SH,7.29,0.8356,8.724269985639062,6.424269985639062
2015-08-31,1033.HK,2.26,600871.SH,7.4,0.8338,8.875029983209403,6.6150299832094035
2015-09-01,1033.HK,2.17,600871.SH,6.66,0.8316,8.008658008658008,5.838658008658008
2015-09-02,1033.HK,2.17,600871.SH,6.12,0.8281,7.390411786016182,5.220411786016182
2015-09-07,1033.HK,2.25,600871.SH,6.29,0.8344,7.538350910834132,5.288350910834132
2015-09-08,1033.HK,2.34,600871.SH,6.6,0.8372,7.883420926899187,5.543420926899187
2015-09-09,1033.HK,2.42,600871.SH,7.26,0.8336,8.709213051823417,6.289213051823417
2015-09-10,1033.HK,2.32,600871.SH,6.88,0.8341,8.248411461455461,5.928411461455461
2015-09-11,1033.HK,2.38,600871.SH,6.97,0.8253,8.445413788925238,6.065413788925238
2015-09-14,1033.HK,2.3,600871.SH,6.27,0.8281,7.571549329791088,5.271549329791088
2015-09-15,1033.HK,2.36,600871.SH,6.9,0.8262,8.351488743645607,5.991488743645608
2015-09-16,1033.HK,2.43,600871.SH,7.59,0.8259,9.189974573192881,6.759974573192881
2015-09-17,1033.HK,2.54,600871.SH,8.04,0.8262,9.731299927378357,7.191299927378357
2015-09-18,1033.HK,2.68,600871.SH,8.84,0.8269,10.690530898536704,8.010530898536704
2015-09-21,1033.HK,2.66,600871.SH,9.72,0.8248,11.784675072744909,9.124675072744909
2015-09-22,1033.HK,2.69,600871.SH,10.69,0.8268,12.929366231253024,10.239366231253024
2015-09-23,1033.HK,2.51,600871.SH,10.19,0.8273,12.317176356823401,9.807176356823401
2015-09-24,1033.HK,2.52,600871.SH,10.02,0.8296,12.078109932497588,9.558109932497588
2015-09-25,1033.HK,2.53,600871.SH,10.18,0.8293,12.275412998914746,9.745412998914746
2015-09-28,1033.HK,2.53,600871.SH,9.9,0.8293,11.93777884963222,9.407778849632221
2015-09-29,1033.HK,2.35,600871.SH,9.76,0.8258,11.81884233470574,9.46884233470574
2015-09-30,1033.HK,2.5,600871.SH,9.61,0.8184,11.742424242424242,9.242424242424242
2015-10-08,1033.HK,2.67,600871.SH,9.99,0.8183,12.208236588048393,9.538236588048393
2015-10-09,1033.HK,2.58,600871.SH,9.57,0.8197,11.675003049896304,9.095003049896304
2015-10-12,1033.HK,2.61,600871.SH,10.02,0.8185,12.241905925473427,9.631905925473427
2015-10-13,1033.HK,2.62,600871.SH,9.98,0.8156,12.236390387444827,9.616390387444827
2015-10-14,1033.HK,2.56,600871.SH,10.11,0.8185,12.351863164324984,9.791863164324983
2015-10-15,1033.HK,2.63,600871.SH,10.33,0.8197,12.60217152616811,9.972171526168111
2015-10-16,1033.HK,2.71,600871.SH,11.36,0.8193,13.865494934700353,11.155494934700354
2015-10-19,1033.HK,2.66,600871.SH,11.06,0.8214,13.46481616751887,10.80481616751887
2015-10-20,1033.HK,2.6,600871.SH,10.82,0.8222,13.159815130138652,10.559815130138652
2015-10-21,1033.HK,2.6,600871.SH,9.74,0.8222,11.846266115300413,9.246266115300413
2015-10-22,1033.HK,2.58,600871.SH,9.88,0.8223,12.015079654627266,9.435079654627266
2015-10-23,1033.HK,2.63,600871.SH,9.76,0.8242,11.841785974278087,9.211785974278087
2015-10-26,1033.HK,2.58,600871.SH,9.68,0.824,11.747572815533982,9.167572815533982
2015-10-27,1033.HK,2.56,600871.SH,10.08,0.8248,12.221144519883609,9.661144519883608
2015-10-28,1033.HK,2.5,600871.SH,9.86,0.8251,11.950066658586838,9.450066658586838
2015-10-29,1033.HK,2.46,600871.SH,9.65,0.8264,11.677153920619554,9.217153920619555
2015-10-30,1033.HK,2.46,600871.SH,9.84,0.8211,11.983924004384361,9.523924004384362
2015-11-02,1033.HK,2.45,600871.SH,9.16,0.817,11.211750305997553,8.761750305997552
2015-11-03,1033.HK,2.44,600871.SH,8.88,0.819,10.842490842490845,8.402490842490845
2015-11-04,1033.HK,2.53,600871.SH,9.29,0.8195,11.336180597925564,8.806180597925565
2015-11-05,1033.HK,2.52,600871.SH,9.49,0.8194,11.58164510617525,9.06164510617525
2015-11-06,1033.HK,2.55,600871.SH,9.52,0.822,11.581508515815086,9.031508515815087
2015-11-09,1033.HK,2.53,600871.SH,9.89,0.8225,12.024316109422493,9.494316109422494
2015-11-10,1033.HK,2.49,600871.SH,10.03,0.8247,12.161998302412998,9.671998302412998
2015-11-11,1033.HK,2.44,600871.SH,10.08,0.8246,12.224108658743633,9.784108658743634
2015-11-12,1033.HK,2.46,600871.SH,9.78,0.8249,11.855982543338586,9.395982543338587
2015-11-13,1033.HK,2.39,600871.SH,9.33,0.8253,11.304980007270084,8.914980007270083
2015-11-16,1033.HK,2.34,600871.SH,9.42,0.8275,11.38368580060423,9.04368580060423
2015-11-17,1033.HK,2.3,600871.SH,9.24,0.8256,11.19186046511628,8.891860465116281
2015-11-18,1033.HK,2.23,600871.SH,9.36,0.8262,11.328976034858387,9.098976034858387
2015-11-19,1033.HK,2.33,600871.SH,9.48,0.828,11.449275362318842,9.119275362318842
2015-11-20,1033.HK,2.39,600871.SH,9.86,0.8272,11.919729206963249,9.529729206963248
