,HK_ticker,HK_close,SH_ticker,SH_close,CNH/HKD,SH_adjclose,SH-HK
2015-01-07,0588.HK,2.66,601588.SH,4.91,0.8018,6.123721626340734,3.4637216263407336
2015-01-08,0588.HK,2.62,601588.SH,4.68,0.8013,5.840509172594533,3.220509172594533
2015-01-09,0588.HK,2.61,601588.SH,4.61,0.8017,5.750280653611077,3.1402806536110774
2015-01-12,0588.HK,2.59,601588.SH,4.38,0.8011,5.467482211958557,2.877482211958557
2015-01-13,0588.HK,2.57,601588.SH,4.41,0.7998,5.513878469617405,2.9438784696174047
2015-01-14,0588.HK,2.56,601588.SH,4.34,0.7995,5.428392745465916,2.868392745465916
2015-01-15,0588.HK,2.57,601588.SH,4.53,0.7992,5.668168168168168,3.098168168168168
2015-01-16,0588.HK,2.56,601588.SH,4.5,0.7983,5.636978579481398,3.076978579481398
2015-01-19,0588.HK,2.43,601588.SH,4.05,0.8034,5.041075429424944,2.6110754294249436
2015-01-20,0588.HK,2.44,601588.SH,4.19,0.8028,5.219232685600399,2.7792326856003995
2015-01-21,0588.HK,2.52,601588.SH,4.37,0.8024,5.446161515453639,2.926161515453639
2015-01-22,0588.HK,2.55,601588.SH,4.39,0.8018,5.4751808431030184,2.9251808431030186
2015-01-23,0588.HK,2.54,601588.SH,4.4,0.8012,5.491762356465302,2.951762356465302
2015-01-26,0588.HK,2.51,601588.SH,4.42,0.8049,5.491365387004597,2.9813653870045975
2015-01-27,0588.HK,2.48,601588.SH,4.33,0.807,5.365551425030978,2.8855514250309784
2015-01-28,0588.HK,2.48,601588.SH,4.26,0.8055,5.288640595903166,2.808640595903166
2015-01-29,0588.HK,2.45,601588.SH,4.22,0.8066,5.231837341929085,2.7818373419290845
2015-01-30,0588.HK,2.45,601588.SH,4.28,0.8071,5.302936439102961,2.852936439102961
2015-02-02,0588.HK,2.43,601588.SH,4.21,0.8089,5.20459883792805,2.77459883792805
2015-02-03,0588.HK,2.42,601588.SH,4.24,0.8088,5.242334322453018,2.8223343224530177
2015-02-04,0588.HK,2.4,601588.SH,4.21,0.8086,5.206529804600544,2.8065298046005442
2015-02-05,0588.HK,2.4,601588.SH,4.19,0.8061,5.197866269693587,2.797866269693587
2015-02-06,0588.HK,2.36,601588.SH,4.06,0.8064,5.034722222222221,2.6747222222222216
2015-02-09,0588.HK,2.34,601588.SH,4.07,0.8053,5.054017136470881,2.714017136470881
2015-02-10,0588.HK,2.34,601588.SH,4.1,0.8059,5.087479836207966,2.747479836207966
2015-02-11,0588.HK,2.33,601588.SH,4.1,0.8058,5.088111193844626,2.758111193844626
2015-02-12,0588.HK,2.35,601588.SH,4.12,0.8057,5.113565843366017,2.7635658433660173
2015-02-13,0588.HK,2.37,601588.SH,4.22,0.8055,5.238981998758534,2.8689819987585343
2015-02-16,0588.HK,2.39,601588.SH,4.24,0.8052,5.265772478887233,2.875772478887233
