,HK_ticker,HK_close,SH_ticker,SH_close,CNH/HKD,SH_adjclose,SH-HK
2015-01-07,1211.HK,29.2,002594.SZ,38.94,0.8018,48.56572711399352,19.36572711399352
2015-01-08,1211.HK,29.55,002594.SZ,38.51,0.8013,48.05940346936228,18.50940346936228
2015-01-09,1211.HK,29.9,002594.SZ,38.44,0.8017,47.948110265685415,18.048110265685416
2015-01-12,1211.HK,29.65,002594.SZ,39.48,0.8011,49.28223692422918,19.632236924229183
2015-01-13,1211.HK,29.5,002594.SZ,40.32,0.7998,50.4126031507877,20.912603150787703
2015-01-14,1211.HK,28.75,002594.SZ,39.48,0.7995,49.38086303939962,20.63086303939962
2015-01-15,1211.HK,28.85,002594.SZ,39.08,0.7992,48.89889889889889,20.04889889889889
2015-01-16,1211.HK,28.0,002594.SZ,39.57,0.7983,49.56783164223976,21.56783164223976
2015-01-19,1211.HK,27.4,002594.SZ,38.31,0.8034,47.684839432412254,20.284839432412255
2015-01-20,1211.HK,28.1,002594.SZ,38.95,0.8028,48.517688091679126,20.417688091679125
2015-01-21,1211.HK,29.3,002594.SZ,39.48,0.8024,49.20239282153539,19.90239282153539
2015-01-22,1211.HK,28.85,002594.SZ,39.81,0.8018,49.650785732102776,20.800785732102774
2015-01-23,1211.HK,29.7,002594.SZ,40.11,0.8012,50.062406390414374,20.362406390414375
2015-01-26,1211.HK,29.25,002594.SZ,40.1,0.8049,49.819853397937635,20.569853397937635
2015-01-27,1211.HK,29.2,002594.SZ,40.0,0.807,49.56629491945477,20.36629491945477
2015-01-28,1211.HK,29.3,002594.SZ,40.4,0.8055,50.15518311607697,20.85518311607697
2015-01-29,1211.HK,28.55,002594.SZ,39.76,0.8066,49.29333002727498,20.743330027274983
2015-01-30,1211.HK,28.35,002594.SZ,38.26,0.8071,47.40428695328955,19.054286953289548
2015-02-02,1211.HK,27.85,002594.SZ,38.47,0.8089,47.55841265916677,19.70841265916677
2015-02-03,1211.HK,28.3,002594.SZ,38.73,0.8088,47.88575667655786,19.58575667655786
2015-02-04,1211.HK,27.55,002594.SZ,38.27,0.8086,47.3287162997774,19.778716299777397
2015-02-05,1211.HK,27.6,002594.SZ,37.73,0.8061,46.80560724475871,19.20560724475871
2015-02-06,1211.HK,26.8,002594.SZ,36.23,0.8064,44.92807539682539,18.12807539682539
2015-02-09,1211.HK,26.65,002594.SZ,36.23,0.8053,44.98944492735626,18.33944492735626
2015-02-10,1211.HK,25.85,002594.SZ,37.14,0.8059,46.08512222360095,20.235122223600946
2015-02-11,1211.HK,25.15,002594.SZ,36.61,0.8058,45.433109952841896,20.283109952841897
2015-02-12,1211.HK,26.95,002594.SZ,37.88,0.8057,47.015017996773,20.065017996772998
2015-02-13,1211.HK,29.4,002594.SZ,41.67,0.8055,51.731843575419,22.331843575419
2015-02-16,1211.HK,32.55,002594.SZ,45.84,0.8052,56.92995529061103,24.379955290611036
2015-02-17,1211.HK,34.45,002594.SZ,50.42,0.8082,62.38554813165058,27.935548131650577
2015-02-25,1211.HK,34.35,002594.SZ,49.89,0.8092,61.653484923381114,27.303484923381113
2015-02-26,1211.HK,34.7,002594.SZ,49.28,0.8086,60.94484293841207,26.24484293841207
2015-02-27,1211.HK,33.8,002594.SZ,50.58,0.8081,62.59126345749288,28.79126345749288
2015-03-02,1211.HK,35.3,002594.SZ,51.78,0.8109,63.85497595264521,28.554975952645215
2015-03-03,1211.HK,35.2,002594.SZ,51.36,0.8106,63.36047372316803,28.160473723168025
2015-03-04,1211.HK,35.2,002594.SZ,51.99,0.8103,64.16142169566827,28.961421695668264
2015-03-05,1211.HK,37.35,002594.SZ,57.19,0.8101,70.59622268855696,33.24622268855696
2015-03-06,1211.HK,37.25,002594.SZ,52.3,0.8094,64.61576476402273,27.365764764022728
2015-03-09,1211.HK,36.7,002594.SZ,51.2,0.8087,63.311487572647465,26.611487572647462
2015-03-10,1211.HK,35.65,002594.SZ,51.2,0.809,63.288009888751546,27.638009888751547
2015-03-11,1211.HK,35.05,002594.SZ,50.0,0.8087,61.82762458266354,26.77762458266354
2015-03-12,1211.HK,35.2,002594.SZ,49.12,0.809,60.71693448702101,25.516934487021004
2015-03-13,1211.HK,35.65,002594.SZ,49.98,0.808,61.856435643564346,26.206435643564348
2015-03-16,1211.HK,35.7,002594.SZ,51.14,0.809,63.21384425216316,27.51384425216316
2015-03-17,1211.HK,36.25,002594.SZ,51.5,0.8082,63.72185102697352,27.471851026973518
2015-03-18,1211.HK,37.65,002594.SZ,53.35,0.8051,66.26506024096385,28.61506024096385
2015-03-19,1211.HK,39.0,002594.SZ,53.88,0.804,67.01492537313433,28.014925373134332
2015-03-20,1211.HK,38.6,002594.SZ,52.8,0.8008,65.93406593406593,27.334065934065926
2015-03-23,1211.HK,38.65,002594.SZ,53.11,0.801,66.30461922596754,27.654619225967544
2015-03-24,1211.HK,37.65,002594.SZ,53.4,0.8007,66.69164481079056,29.041644810790565
2015-03-25,1211.HK,37.4,002594.SZ,52.19,0.8004,65.20489755122439,27.804897551224393
2015-03-26,1211.HK,37.2,002594.SZ,54.22,0.8012,67.67348976535197,30.47348976535197
2015-03-27,1211.HK,36.8,002594.SZ,52.85,0.801,65.98002496878901,29.180024968789013
2015-03-30,1211.HK,39.6,002594.SZ,52.71,0.8024,65.69042871385842,26.090428713858422
2015-03-31,1211.HK,39.9,002594.SZ,52.4,0.801,65.41822721598002,25.518227215980026
2015-04-01,1211.HK,43.85,002594.SZ,57.64,0.8002,72.0319920019995,28.181992001999497
