,HK_ticker,HK_close,SH_ticker,SH_close,CNH/HKD,SH_adjclose,SH-HK
2015-01-07,0042.HK,2.12,000585.SZ,4.61,0.8018,5.749563482165129,3.6295634821651293
2015-01-08,0042.HK,2.1,000585.SZ,4.68,0.8013,5.840509172594533,3.740509172594533
2015-01-09,0042.HK,2.06,000585.SZ,4.47,0.8017,5.575651740052389,3.515651740052389
2015-01-12,0042.HK,1.98,000585.SZ,4.2,0.8011,5.242791162152041,3.2627911621520407
2015-01-13,0042.HK,2.0,000585.SZ,4.31,0.7998,5.3888472118029505,3.3888472118029505
2015-01-14,0042.HK,1.91,000585.SZ,4.19,0.7995,5.240775484677925,3.3307754846779245
2015-01-15,0042.HK,1.97,000585.SZ,4.22,0.7992,5.28028028028028,3.3102802802802804
2015-01-16,0042.HK,1.93,000585.SZ,4.37,0.7983,5.474132531629714,3.544132531629714
2015-01-19,0042.HK,1.78,000585.SZ,4.03,0.8034,5.016181229773463,3.2361812297734627
2015-01-20,0042.HK,1.82,000585.SZ,4.15,0.8028,5.1694070752366725,3.3494070752366722
2015-01-21,0042.HK,1.88,000585.SZ,4.57,0.8024,5.695413758723829,3.815413758723829
2015-01-22,0042.HK,1.9,000585.SZ,4.79,0.8018,5.974058368670492,4.074058368670492
2015-01-23,0042.HK,1.9,000585.SZ,5.01,0.8012,6.253120319520718,4.353120319520718
2015-01-26,0042.HK,1.87,000585.SZ,4.9,0.8049,6.087712759348988,4.217712759348988
2015-01-27,0042.HK,1.87,000585.SZ,5.05,0.807,6.2577447335811645,4.387744733581164
2015-01-28,0042.HK,1.82,000585.SZ,4.82,0.8055,5.983860955927995,4.163860955927995
2015-01-29,0042.HK,1.8,000585.SZ,4.76,0.8066,5.901314158194892,4.101314158194892
2015-01-30,0042.HK,1.8,000585.SZ,4.91,0.8071,6.083508858877463,4.283508858877463
2015-02-02,0042.HK,1.76,000585.SZ,4.86,0.8089,6.008159228582025,4.2481592285820255
2015-02-03,0042.HK,1.76,000585.SZ,5.08,0.8088,6.280909990108803,4.5209099901088035
2015-02-04,0042.HK,1.75,000585.SZ,4.85,0.8086,5.998021271333168,4.248021271333168
2015-02-05,0042.HK,1.72,000585.SZ,4.73,0.8061,5.86775834263739,4.14775834263739
2015-02-06,0042.HK,1.66,000585.SZ,4.52,0.8064,5.605158730158729,3.945158730158729
2015-02-09,0042.HK,1.59,000585.SZ,4.44,0.8053,5.513473239786415,3.923473239786415
2015-02-10,0042.HK,1.61,000585.SZ,4.46,0.8059,5.534185382801836,3.924185382801836
2015-02-11,0042.HK,1.59,000585.SZ,4.45,0.8058,5.52246214941673,3.93246214941673
2015-02-12,0042.HK,1.57,000585.SZ,4.49,0.8057,5.57279384386248,4.00279384386248
2015-02-13,0042.HK,1.6,000585.SZ,4.55,0.8055,5.648665425201738,4.048665425201738
2015-02-16,0042.HK,1.65,000585.SZ,4.83,0.8052,5.998509687034277,4.3485096870342765
2015-02-17,0042.HK,1.67,000585.SZ,4.84,0.8082,5.988616679039842,4.318616679039842
2015-02-25,0042.HK,1.79,000585.SZ,4.89,0.8092,6.0430054374691045,4.253005437469104
2015-02-26,0042.HK,1.86,000585.SZ,4.98,0.8086,6.158792975513234,4.2987929755132335
2015-02-27,0042.HK,1.84,000585.SZ,4.92,0.8081,6.0883554015592125,4.248355401559213
2015-03-02,0042.HK,1.87,000585.SZ,5.02,0.8109,6.1906523615735605,4.32065236157356
2015-03-03,0042.HK,1.83,000585.SZ,4.95,0.8106,6.10658771280533,4.27658771280533
2015-03-04,0042.HK,1.9,000585.SZ,5.45,0.8103,6.725903986177959,4.825903986177959
2015-03-05,0042.HK,1.92,000585.SZ,5.63,0.8101,6.949759288976669,5.029759288976669
2015-03-06,0042.HK,1.97,000585.SZ,5.37,0.8094,6.634544106745738,4.664544106745738
2015-03-09,0042.HK,1.96,000585.SZ,5.64,0.8087,6.974156052924447,5.014156052924447
2015-03-10,0042.HK,1.92,000585.SZ,5.65,0.809,6.983930778739184,5.063930778739184
